step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy,classification/accuracy,classification/precision,classification/recall,classification/auroc,classification/auprc,classification/f1.0
266,755776,8512,0.0217904965190927,0.90625,0.90625,,,,,,,,,
267,758112,8544,0.020628571699634477,0.96875,0.96875,,,,,,,,,
268,760448,8576,0.02519946810425207,0.9375,0.9375,,,,,,,,,
269,763296,8608,0.02133739792228301,0.84375,0.84375,,,,,,,,,
270,766144,8640,0.0205185789736398,0.90625,0.90625,,,,,,,,,
271,769248,8672,0.019076539395516224,0.96875,0.96875,,,,,,,,,
272,771584,8704,0.023603208287578923,0.9375,0.9375,,,,,,,,,
273,774432,8736,0.017687294419907854,1.0,1.0,0.022584809937403885,0.9375,0.9375,,,,,,
274,776512,8768,0.02119393055066134,0.875,0.875,,,,,,,,,
275,779104,8800,0.020815393953038042,0.9375,0.9375,,,,,,,,,
276,781952,8832,0.025765852537011667,0.90625,0.90625,,,,,,,,,
277,784800,8864,0.020424848679721313,0.90625,0.90625,,,,,,,,,
278,787648,8896,0.01918592634762025,0.9375,0.9375,,,,,,,,,
279,789984,8928,0.01998910088856999,0.875,0.875,,,,,,,,,
280,793344,8960,0.018265091655409328,0.96875,0.96875,,,,,,,,,
281,796192,8992,0.02124420493411812,0.84375,0.84375,0.017397167352813284,1.0,1.0,,,,,,
282,799296,9024,0.017262728494489846,0.9375,0.9375,,,,,,,,,
283,801376,9056,0.024344967209714095,0.875,0.875,,,,,,,,,
284,803968,9088,0.02077057043381512,0.90625,0.90625,,,,,,,,,
285,807072,9120,0.018298647300991677,0.9375,0.9375,,,,,,,,,
286,809920,9152,0.0187137852373276,0.9375,0.9375,,,,,,,,,
287,812256,9184,0.02405515154692719,0.90625,0.90625,,,,,,,,,
288,815872,9216,0.017062579064551015,0.90625,0.90625,,,,,,,,,
289,818720,9248,0.019600533741816858,0.9375,0.9375,0.019861761657030623,0.96875,0.96875,,,,,,
290,821056,9280,0.023520929914814574,0.90625,0.90625,,,,,,,,,
291,823648,9312,0.01991038758365917,0.96875,0.96875,,,,,,,,,
292,826240,9344,0.01932574399393574,0.90625,0.90625,,,,,,,,,
293,829344,9376,0.018753748525599575,0.875,0.875,,,,,,,,,
294,832192,9408,0.01983713885652094,0.90625,0.90625,,,,,,,,,
295,836320,9440,0.011551066131465379,1.0,1.0,,,,,,,,,
296,839680,9472,0.015789076033276433,0.96875,0.96875,,,,,,,,,
297,842528,9504,0.019457307581257313,0.84375,0.84375,0.0163947009693837,1.0,1.0,,,,,,
298,853312,9536,0.005783267477215096,0.90625,0.90625,,,,,,,,,
299,856416,9568,0.017831582540964445,0.96875,0.96875,,,,,,,,,
300,858752,9600,0.023411636876760945,0.9375,0.9375,,,,,,,,,
301,861344,9632,0.019808785309247953,0.9375,0.9375,,,,,,,,,
302,863680,9664,0.022733291634157937,0.9375,0.9375,,,,,,,,,
303,866272,9696,0.021445894253435772,0.96875,0.96875,,,,,,,,,
304,868608,9728,0.021093941123761825,0.90625,0.90625,,,,,,,,,
305,871200,9760,0.02149557088006216,1.0,1.0,0.012705840262705258,1.0,1.0,,,,,,
306,873792,9792,0.019925745854606818,0.9375,0.9375,,,,,,,,,
307,876640,9824,0.020668890031551618,0.96875,0.96875,,,,,,,,,
308,879232,9856,0.020585612683373767,0.9375,0.9375,,,,,,,,,
309,881824,9888,0.017469064275732138,0.96875,0.96875,,,,,,,,,
310,884416,9920,0.021659970922246995,0.9375,0.9375,,,,,,,,,
311,888032,9952,0.01691680501911214,0.90625,0.90625,,,,,,,,,
312,890368,9984,0.02019830482775698,0.96875,0.96875,,,,,,,,,
313,892960,10016,0.020344586637965338,0.9375,0.9375,0.020014692736459096,0.96875,0.96875,,,,,,
314,895552,10048,0.02084913866841876,0.9375,0.9375,,,,,,,,,
315,898400,10080,0.01788434191886009,0.9375,0.9375,,,,,,,,,
316,902784,10112,0.013359552087821051,0.90625,0.90625,,,,,,,,,
317,905120,10144,0.021642140354840744,0.9375,0.9375,,,,,,,,,
318,907968,10176,0.0208331344989765,0.84375,0.84375,,,,,,,,,
319,910304,10208,0.01971852250038574,0.96875,0.96875,,,,,,,,,
320,915456,10240,0.009974327240611616,0.96875,0.96875,,,,,,,,,
321,917792,10272,0.02212993544206837,0.9375,0.9375,0.022062483565220108,0.9375,0.9375,,,,,,
322,921664,10304,0.015639945094694633,0.96875,0.96875,,,,,,,,,
323,924768,10336,0.020124677400824707,0.90625,0.90625,,,,,,,,,
324,927104,10368,0.020592717140477848,0.90625,0.90625,,,,,,,,,
325,929696,10400,0.020306023687048168,0.9375,0.9375,,,,,,,,,
326,933056,10432,0.01563788394453203,1.0,1.0,,,,,,,,,
327,935648,10464,0.02013452214218967,0.9375,0.9375,,,,,,,,,
328,937984,10496,0.02336934668545057,0.90625,0.90625,,,,,,,,,
329,940832,10528,0.020298973653420302,0.9375,0.9375,0.021996523761590756,0.9375,0.9375,,,,,,
330,943680,10560,0.017306897380608307,0.90625,0.90625,,,,,,,,,
331,946272,10592,0.02188093033383676,0.8125,0.8125,,,,,,,,,
332,949120,10624,0.01935457903678249,0.90625,0.90625,,,,,,,,,
333,951712,10656,0.021906823811867614,0.9375,0.9375,,,,,,,,,
334,954304,10688,0.02054250617654071,0.9375,0.9375,,,,,,,,,
335,957664,10720,0.01635867303364512,0.875,0.875,,,,,,,,,
336,960000,10752,0.021844983669143545,0.90625,0.90625,,,,,,,,,
337,963360,10784,0.016465029236825274,0.9375,0.9375,0.023092542257702714,0.96875,0.96875,,,,,,
338,966464,10816,0.016612311773067105,0.875,0.875,,,,,,,,,
339,968800,10848,0.02307974323102444,0.9375,0.9375,,,,,,,,,
340,971392,10880,0.020336964637857505,0.9375,0.9375,,,,,,,,,
341,973984,10912,0.019841129264675288,0.875,0.875,,,,,,,,,
342,976832,10944,0.01776148653413057,0.875,0.875,,,,,,,,,
343,979424,10976,0.0209780567931233,0.96875,0.96875,,,,,,,,,
344,982016,11008,0.022429864272631165,0.9375,0.9375,,,,,,,,,
345,984608,11040,0.019967792839274807,0.9375,0.9375,0.016329824215079242,0.96875,0.96875,,,,,,
346,987200,11072,0.019718728512988802,0.9375,0.9375,,,,,,,,,
347,989792,11104,0.020598264406906795,1.0,1.0,,,,,,,,,
348,992896,11136,0.01632143261078715,1.0,1.0,,,,,,,,,
349,996000,11168,0.016529184634277504,0.9375,0.9375,,,,,,,,,
350,998592,11200,0.018676058032683525,1.0,1.0,,,,,,,,,
351,1000928,11232,0.023817385863009247,0.90625,0.90625,,,,,,,,,
352,1004032,11264,0.015871867923896936,0.96875,0.96875,,,,,,,,,
353,1006880,11296,0.017297930245440536,0.96875,0.96875,0.02250994487138382,1.0,1.0,,,,,,
354,1009728,11328,0.017458438021926738,0.96875,0.96875,,,,,,,,,
355,1012320,11360,0.019191720262387874,0.96875,0.96875,,,,,,,,,
