step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy,classification/accuracy,classification/precision,classification/recall,classification/auroc,classification/auprc,classification/f1.0
272,17137664,34816,0.012946069746849177,0.7734375,0.7734375,,,,,,,,,
273,17201280,34944,0.01012543218053161,0.8046875,0.8046875,0.011544613716495119,0.765625,0.765625,,,,,,
274,17263872,35072,0.010238447211704603,0.6484375,0.6484375,,,,,,,,,
275,17318272,35200,0.012016423518010133,0.7109375,0.7109375,,,,,,,,,
276,17389056,35328,0.009061253502036775,0.6875,0.6875,,,,,,,,,
277,17457792,35456,0.008561104403100896,0.734375,0.734375,,,,,,,,,
278,17520384,35584,0.01000887141329587,0.75,0.75,,,,,,,,,
279,17581952,35712,0.010875252849732306,0.7109375,0.7109375,,,,,,,,,
280,17642496,35840,0.011239638078809379,0.796875,0.796875,,,,,,,,,
281,17705088,35968,0.010046683639866116,0.765625,0.765625,0.0088254558658151,0.7890625,0.7890625,,,,,,
282,17767680,36096,0.010655511293148935,0.734375,0.734375,,,,,,,,,
283,17828224,36224,0.011112871829169325,0.8125,0.8125,,,,,,,,,
284,17889792,36352,0.010388889206942557,0.828125,0.828125,,,,,,,,,
285,17946240,36480,0.011375100016723753,0.8046875,0.8046875,,,,,,,,,
286,18008832,36608,0.009378289089909592,0.796875,0.796875,,,,,,,,,
287,18071424,36736,0.009947653624132852,0.7578125,0.7578125,,,,,,,,,
288,18128896,36864,0.011774644386053709,0.75,0.75,,,,,,,,,
289,18185344,36992,0.010550562235119942,0.7734375,0.7734375,0.009290549806683628,0.828125,0.828125,,,,,,
290,18246912,37120,0.010024654088267308,0.7734375,0.7734375,,,,,,,,,
291,18300288,37248,0.01162881733029896,0.71875,0.71875,,,,,,,,,
292,18370048,37376,0.00941805466232792,0.640625,0.640625,,,,,,,,,
293,18433664,37504,0.01063299156715447,0.8515625,0.8515625,,,,,,,,,
294,18511616,37632,0.008355795316286337,0.765625,0.765625,,,,,,,,,
295,18586496,37760,0.008448065837434666,0.7421875,0.7421875,,,,,,,,,
296,18640896,37888,0.010608260548531551,0.765625,0.765625,,,,,,,,,
297,18705536,38016,0.009549013992793507,0.7578125,0.7578125,0.01139308573823695,0.8203125,0.8203125,,,,,,
298,18775296,38144,0.00958955661809651,0.7734375,0.7734375,,,,,,,,,
299,18832768,38272,0.011344771427073266,0.7265625,0.7265625,,,,,,,,,
300,18893312,38400,0.010723529662246262,0.671875,0.671875,,,,,,,,,
301,18953856,38528,0.010809889852965522,0.7109375,0.7109375,,,,,,,,,
302,19013376,38656,0.010252319317820063,0.7109375,0.7109375,,,,,,,,,
303,19074944,38784,0.01084642812378238,0.796875,0.796875,,,,,,,,,
304,19147776,38912,0.008637644890691687,0.78125,0.78125,,,,,,,,,
305,19208320,39040,0.010441120742292859,0.734375,0.734375,0.011394621019210127,0.7890625,0.7890625,,,,,,
306,19268864,39168,0.011143044970920855,0.7578125,0.7578125,,,,,,,,,
307,19326336,39296,0.011105592179468157,0.7109375,0.7109375,,,,,,,,,
308,19393024,39424,0.009841199338156395,0.734375,0.734375,,,,,,,,,
309,19470976,39552,0.00797060926526054,0.828125,0.828125,,,,,,,,,
310,19535616,39680,0.010333773023847324,0.7421875,0.7421875,,,,,,,,,
311,19616640,39808,0.008067993290759327,0.78125,0.78125,,,,,,,,,
312,19676160,39936,0.010492359417338015,0.6796875,0.6796875,,,,,,,,,
313,19735680,40064,0.01068751394612909,0.78125,0.78125,0.010166569309552299,0.8046875,0.8046875,,,,,,
314,19801344,40192,0.010123011676264398,0.7890625,0.7890625,,,,,,,,,
315,19869056,40320,0.009317771409540127,0.75,0.75,,,,,,,,,
316,19930624,40448,0.011536660397721287,0.734375,0.734375,,,,,,,,,
317,19987072,40576,0.011225251867320558,0.7734375,0.7734375,,,,,,,,,
318,20042496,40704,0.011078063655433842,0.7421875,0.7421875,,,,,,,,,
319,20100992,40832,0.011051815865115128,0.7578125,0.7578125,,,,,,,,,
320,20168704,40960,0.00935301659249377,0.7109375,0.7109375,,,,,,,,,
321,20239488,41088,0.008548269968514294,0.71875,0.71875,0.009367180906926379,0.8125,0.8125,,,,,,
322,20307200,41216,0.010126503631666674,0.71875,0.71875,,,,,,,,,
323,20379008,41344,0.00831046444837847,0.7734375,0.7734375,,,,,,,,,
324,20444672,41472,0.010421823713925686,0.78125,0.78125,,,,,,,,,
325,20505216,41600,0.010338415091898099,0.6484375,0.6484375,,,,,,,,,
326,20579072,41728,0.008487236794259723,0.7421875,0.7421875,,,,,,,,,
327,20641664,41856,0.010615657825684712,0.65625,0.65625,,,,,,,,,
328,20699136,41984,0.010860945751953873,0.796875,0.796875,,,,,,,,,
329,20767872,42112,0.009220082397522127,0.734375,0.734375,0.010863238064483978,0.8828125,0.8828125,,,,,,
330,20833536,42240,0.009920536180577824,0.765625,0.765625,,,,,,,,,
331,20896128,42368,0.009820329946451444,0.7578125,0.7578125,,,,,,,,,
332,20958720,42496,0.009784878195978411,0.765625,0.765625,,,,,,,,,
333,21023360,42624,0.009326674421021372,0.75,0.75,,,,,,,,,
334,21093120,42752,0.008898543946904652,0.765625,0.765625,,,,,,,,,
335,21154688,42880,0.009734313218335339,0.703125,0.703125,,,,,,,,,
336,21216256,43008,0.010181223785873328,0.7578125,0.7578125,,,,,,,,,
